	_id	articles	bij_link	bij_summary_short	bureau_id	children	civilians	country	date	deaths	deaths_max	deaths_min	injuries	lat	location	lon	names	narrative	number	target	town	tweet_id	bins
0	55c79e711cbee48856a30886	[]	http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/	In the first known US targeted assassination using a drone, a CIA Predator struck a car killing six al Qaeda suspects.	YEM001	0	0	Yemen	2002-11-03	6	6	6	0	15.47467	Marib Province	45.322755	[Qa'id Salim Sinan al-Harithi, Abu Ahmad al-Hijazi, Salih Hussain Ali al-Nunu, Awsan Ahmad al-Tarihi, Munir Ahmad Abdallah al-Sauda, Adil Nasir al-Sauda']	In the first known US targeted assassination using a drone, a CIA Predator struck a car, killing 6 people.	1			278544689483890688	0
1	55c79e711cbee48856a30887	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	First known drone strike in Pakistan kills at least six, including infamous Taliban leader Nek Mohammad and two children. Wana, South Waziristan.	B1	2	2	Pakistan	2004-06-17	6-8	8	6	1	32.30512565	South Waziristan	69.57624435	[Nek Mohammad, Fakhar Zaman, Azmat Khan, Marez Khan, Shahrukh Khan, Leetak, Sher Zaman Ashrafkhel]	The first known fatal US drone strike inside Pakistan killed 6-8 people, including 2 children.	2	Nek Mohammed	Wana	278544750867533824	1
2	55c79e711cbee48856a30888	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Two killed, including Haitham al-Yemeni an al Qaeda explosives expert, near Mir Ali, North Waziristan.	B2	0	0	Pakistan	2005-05-08	2	2	2	0	32.98677989	North Waziristan	70.26082993	[Haitham al-Yemeni, Samiullah Khan]	2 people killed in a Predator strike which reportedly targeted Haitham al-Yemeni's mobile phone.	3	Haitham al-Yemeni	Toorikhel	278544812255367168	0
3	55c79e721cbee48856a30889	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	"Failed strike against Abu Hamza Rabia (""al Qaeda's Number 3"") kills eight including three children."	B3	3	3-8	Pakistan	2005-11-05	8	8	8	1	32.99988191	North Waziristan	70.34082413	[]	A failed strike destroyed Abu Hamza Rabia's house and killed 8 people, including 3 young girls.	4	Abu Hamza Rabia	Mosaki	278544854483628032	1
4	55c79e721cbee48856a3088a	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Syrian Abu Hamza Rabia, the senior al Qaeda operative targeted in B3, was killed with two other foreign militants and two boys, aged eight and 17.	B4	2	2	Pakistan	2005-12-01	5	5	5	0	33.00866349	North Waziristan	70.04196167	[Abu Hamza Rabia, Suleiman al-Moghrabi, Amer Azizi, Noor Aziz, Abdul Wasit]	5 people were killed, including 2 children, when drones fired on a house 'for about 8 minutes.'	5	Abu Hamza Rabia	Haisori	278544895789133825	0
5	55c79e721cbee48856a3088b	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	An attack on an unnamed alleged al Qaeda official left eight killed, including two women and at least one child.	B4c	1	3-4	Pakistan	2006-01-06	8	8	8	9	33.09499311	North Waziristan	70.05912781	[]	8 people were reported killed including 2 women and 1 child.	6		Saidgai	278544937409200129	2
6	55c79e721cbee48856a3088c	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	A strike targeted a possible militant commanders' meeting. But main target Ayman al Zawahiri was absent. Up to 22 people died, most or all civilians, including at least five children.	B5	5	10-18	Pakistan	2006-01-13	13-22	22	13	0	34.81549453	Bajaur Agency	71.4969635	[]	18 civilians, including 6 children, were killed when a US Predator fired on 3 houses.	7	Ayman al-Zawahiri; Abu Khabab al-Masri; Abd Rahman al-Masri al-Maghribi; Abu Ubeidah al-Masri; Marwan al-Suri; Khalid Habib; Abdul Hadi al-Iraqi	Damadola	278545016044011520	0
7	55c79e721cbee48856a3088d	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	"An attack on a madrassa (allegedly a ""Taliban training camp"") killed 81-83, including at least 69 children."	B6	69	80-82	Pakistan	2006-10-30	81-83	83	81	3	34.83634999	Bajaur Agency	71.49215698	[Maulvi Liaqat, Mohammad Tahir (16), Maulvi Khaleefa, Azizul Wahab (15), Fazal Wahab (16), Ziauddin (16), Mohammad Yunus (16), Fazal Hakim (19), Ilyas (13), Sohail (07), Asadullah (09), Shoaib (08), Khalilullah (09), Noor Mohammad (08), Khalid (12), Saifullah (09), Razi Mohammad (16), Mashooq Jan (15), Nawab (17), Sultanat Khan (16), Mohammad Yaas Khan (16), Qari Alamzeb (14), Ghulam Nabi (21), Ziaur Rahman (17), Abdullah (18), Ikramullah (17), Inayatur Rahman (16), Shahbuddin (15), Yahya Khan (16), Rahatullah, (17), Khan (21), Mohammad Salim (11), Shahjehan (15), Gul Sher Khan (15), Bakht Muneer (14), Numair (14), Mashooq Khan (16), Ihsanullah (16), Luqman (12), Salman (16), Jannatullah (13), Ismail (12), Taseel Khan (18), Zaheeruddin (16), Qari Ishaq (19), Jamshed Khan (14), Alam Nabi (11), Qari Abdul Karim (19), Rahmatullah (14), Abdus Samad (17), Siraj (16), Saeedullah (17), Abdul Waris (16), Darvesh (13), Ameer Said (15), Shaukat (14), Inayatur Rahman (17), Ziaur Rahman (13), Noor Mohammad (15), Naeemullah (17),        Hizbullah (10), Kitab Gul (12), Wilayat Khan (11), Zabihullah (16), Shehzad Gul (11), Shabir (15), Qari Sharifullah (17), Shafiullah (16), Nimatullah (14), Shakirullah (16), Talha (08), Jamroz Khan, Fazal Wahab (18), Rahman (13), Wali-ur-Rahman (17), Iftikhar (17), Inayatullah (15), Adnan (16), Najibullah (13)]	80-83 civilians, including 69 children, reported killed.	8	Maulvi Liaqat	Chenegai	278545055214612482	1
8	55c79e721cbee48856a3088e	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Initial claims of 30 Taliban killed were lowered to eight deaths, who villagers insist were all innocent woodcutters.	B7	1	8	Pakistan	2007-01-16	8	8	8	0	32.83575063	South Waziristan	69.55581665	[Katoor Khan, Taj Alam]	8 people, many thought to be innocent woodcutters, were killed in a likely drone/helicopter strike.	9		Zamazola	278545097790980096	0
9	55c79e721cbee48856a3088f	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Attack on a house and madrassa killed 3-4, reportedly all named civilians.	B8	0	4	Pakistan	2007-04-27	3-4	4	3	9	33.09499311	North Waziristan	70.05912781	[]	An attack on a religious school killed four people and injured three.	10	Maulvi Noor Mohammed	Saidgai	278545157916356608	2
10	55c79e721cbee48856a30890	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	20-34 killed in attack on a madrassa, including 'foreigners'. All killed could have been civilians and one report said children were among the dead.	B9	1	0-34	Pakistan	2007-06-19	20-34	34	20	15	32.98879572	North Waziristan	70.28743744	[]	20-50 people, including children, were killed in an attack on a school and several houses.	11		Mami Rogha	278545199360245760	3
11	55c79e721cbee48856a30891	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	CIA drone strike kills 5-10 alleged Haqqani Network militants.	B10	0	0	Pakistan	2007-11-02	5-10	10	5	12	33.020179	North Waziristan	70.07286072	[]	A missile fired from an unmanned aerial drone killed 5 and wounded 6 others.	12	Jalalludin Haqqani	Danda Darpakhel	278545281103052800	3
12	55c79e721cbee48856a30892	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Strike injures Egyptian al Qaeda leader and ideologue Shaykh Issa al-Masri, Details later emerge via leaked US intelligence document. 	B11	0	0	Pakistan	2007-12-03	Unknown	0	0	1	32.80285902	Bannu Frontier	70.48690796	[]	A US drone fired at least 2 missiles early Wednesday morning at a house near North Waziristan.	13	Shaykh Issa al-Masri	Jani Khel	278545321959768064	1
13	55c79e721cbee48856a30893	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Abu Laith al-Libi, a senior al Qaeda figure, was killed along with 12-15 others.	B12	3	4-6	Pakistan	2008-01-29	12-15	15	12	1	32.95826549	North Waziristan	70.24108887	[]	5 civilians, including 3 children, were reported dead in a strike that killed 12-14 people.	14	Abu Laith al-Libi	Mir Ali	278545359465238529	1
14	55c79e721cbee48856a30894	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least 8 killed, including possibly students, in strike on a madrassa.	B13	0	0-5	Pakistan	2008-02-28	8-13	13	8	16	32.30222379	South Waziristan	69.40544128	[]	A 2am attack on a house killed up to 13 people.	15		Azam Warsak	278545406126850048	3
15	55c79e721cbee48856a30895	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least 12 alleged militants in an attack on the home of tribal elder Noorullah Wazir.	B14	0	0-4	Pakistan	2008-03-16	12-20	20	12	9	32.30802742	South Waziristan	69.45762634	[]	12-15 people were killed in a strike outside Waziristan that destroyed a house and a mosque.	16		Dhook Pir Bagh	278545499399790592	2
16	55c79e721cbee48856a30896	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Failed attack on Abu Sulayman al Jazairi, an al Qaeda weapons expert, kills at least 12 in a rare strike outside Waziristan.	B15	3	4-6	Pakistan	2008-05-14	12-20	20	12	9	34.81549453	Bajaur Agency	71.4969635	[]	18 people were killed when 2 missiles hit a house in the village of Damadola.	17	Abu Sulayman al-Jazairi	Damadola	278545545218383872	2
17	55c79e721cbee48856a30897	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	One killed in strike on Makeen, South Waziristan.	B16	0	0	Pakistan	2008-06-14	1	1	1	0	32.62780989	South Waziristan	69.84283447	[]	1 person was killed as unmanned US drones fired three guided missiles at a house.	18	Baitullah Mehsud	Makeen	278545584460288000	0
18	55c79e721cbee48856a30898	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	"A strike on a seminary killed al Qaeda's ""chemical weapons team"", one woman and up to three boys."	B17	3	1-5	Pakistan	2008-07-28	6-12	12	6	3	32.28655215	South Waziristan	69.43222046	[]	A strike on a seminary killed al Qaeda's chemical weapons team, plus 2 young boys and their mom.	19	Abu Khabab al-Masri	Zeralita	278545687979900928	1
19	55c79e721cbee48856a30899	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least 13 killed, including two named Taliban. Women and children reported among casualties. Bhagar, South Waziristan.	B18	1	0-5	Pakistan	2008-08-12	13-25	25	13	4	32.30280417	South Waziristan	69.32510376	[]	2 pilotless planes fired 4 hellfire missiles at about 10pm, killing between 13 and 25 people.	20	Abdul Rehman	Bhaggar	278545723862159360	1
20	55c79e721cbee48856a3089a	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	8-12 people killed in attack on alleged militant house.	B19	0	Unknown	Pakistan	2008-08-20	8-12	12	8	5	32.29758063	South Waziristan	69.60062027	[]	Two missiles hit a house owned by a local tribesman, killing between 8 and 12 people.	21		Zari Noor	278545762823053313	1
21	55c79e721cbee48856a3089b	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Attack on al Qaeda-associated meeting killed none but injured four.	B20	0	0	Pakistan	2008-08-27	0	0	0	4	32.1723754	South Waziristan	69.33147601	[]	A predator drone missed its target, hitting Sardali Khan's house, wounding a woman and 3 kids.	22		Ganki Khel	278545805567201280	1
22	55c79e721cbee48856a3089c	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Five killed including two Arab-Canadians. Korzai, South Waziristan.	B21	0	0	Pakistan	2008-08-30	4-5	5	4	4	32.3219546	South Waziristan	69.52079773	[]	4 people, including 2 Canadians, were killed when a drone missile hit a house near Wana.	23		Korzai	278545843206909952	1
23	55c79e721cbee48856a3089d	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Woman and child killed along with four suspected militants, including two 'commanders'. Ghundi, North Waziristan.	B22	0	2	Pakistan	2008-08-30	6-8	8	6	8	33.0020414	North Waziristan	70.06084442	[]	6 people were killed and 8 others injured in a mysterious missile attack on a residential area.	24		Miranshah	278545880926265344	2
24	55c79e721cbee48856a3089e	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Attack in unknown location kills 4-10 alleged al Qaeda militants.	B23	0	0	Pakistan	2008-09-02	4-10	10	4	0	32.98677989	North Waziristan	70.26082993	[]	No details are known about this strike, though it appears in a leaked US intelligence report.	25	Abu Wafa al-Saudi	Unknown	278545915269230592	0
25	55c79e721cbee48856a3089f	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Named al Qaeda militant killed along with 4-6 others. Momadkhel, North Waziristan.	B24	0	0	Pakistan	2008-09-04	5-7	7	5	4	32.99714649	North Waziristan	69.72644806	[]	5 people were killed when a drone fired 3 missiles at a house near the Afghan border.	26	Abu Wafa al-Saudi	Mohammad Khel	278545956255956992	1
26	55c79e721cbee48856a308a0	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Three women and four children killed in attack on two houses in Miranshah, North Waziristan. Five 'militants' also reported killed by some sources.	B25	4	7	Pakistan	2008-09-05	5-12	12	5	0	33.03860068	North Waziristan	69.53933716	[]	Up to 7 civilians, all women and children, were reported killed in a US drone strike.	27		Gurwak	278545991664279552	0
27	55c79e721cbee48856a308a1	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least 11 civilians, mostly girls, killed with six others including four named militants.	B26	8	11-14	Pakistan	2008-09-08	17-23	23	17	25	33.0020414	North Waziristan	70.06084442	[]	Missiles fired by US drones killed 23 people, including 8 of the target's grandchildren.	28	Jalalludin Haqqani	Miranshah	278546035700269057	4
28	55c79e721cbee48856a308a2	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	10-15 alleged militants killed in Tol Khel, North Waziristan.	B27	0	0	Pakistan	2008-09-12	10-15	15	10	14	33.00211338	North Waziristan	70.0756073	[]	An early morning attack on a former school killed between 10 and 15 people.	29	Qari Imran	Tol Khel	278546070982762496	3
29	55c79e721cbee48856a308a3	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	4-7 killed including possibly Abu Ubaydh Al Tunisi, identified as a High Value Target in a leaked US intelligence document.	B28	0	0	Pakistan	2008-09-17	4-7	7	4	3	32.50339198	South Waziristan	69.28459167	[]	At least 5 people were killed in a suspected missile attack by a US drone.	30		Baghar Cheena	278546105246023681	1
30	55c79e721cbee48856a308a4	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	4-8 killed, 9 injured in attack on Toorikhel, North Waziristan.	B29	0	0-8	Pakistan	2008-09-30	4-8	8	4	9	32.96863543	South Waziristan	70.35301208	[]	After tribesmen fired on 3 drones circling their village, a Predator killed up to 8 people.	31		Khushali	278546136686555136	2
31	55c79e721cbee48856a308a5	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Two women and a child killed in a strike on two houses in Datta Khel, North Waziristan.	B30	1	3	Pakistan	2008-10-03	3	3	3	5	33.151242	North Waziristan	70.434707	[]	Two women and a child were killed in a 5:30am strike on 2 houses which also injured 5 men.	32		Datta Khel	278546173269254144	1
32	55c79e721cbee48856a308a6	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	21 killed including a woman and a child. Datta Khel, North Waziristan.	B31	3	7-14	Pakistan	2008-10-03	21	21	21	0	33.151242	North Waziristan	70.434707	[]	The second US drone strike of the day killed at least 20 people.	33		Datta Khel	278546211399667713	0
33	55c79e721cbee48856a308a7	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	4-9 people killed, including women and children.	B32	5	4-9	Pakistan	2008-10-09	4-9	9	4	2	32.994267	North Waziristan	70.1653862	[]	Two missiles hit a house, killing 9 people.	34	Hafiz Sahar Gul	Tati	278546249148416000	1
34	55c79e721cbee48856a308a8	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	The house of Rahmat Jahan is attacked killing five and wounding two. Miranshah, North Waziristan.	B33	0	0-5	Pakistan	2008-10-11	4-5	5	4	2	33.0020414	North Waziristan	70.06084442	[]	Unmanned drones targeted a house on Saturday night, killing 4 people and injuring 2 others.	35		Miranshah	278546280647643136	1
35	55c79e721cbee48856a308a9	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Named al Qaeda leader killed along with 4 militants and 4 civilians. Tapargai, South Waziristan.	B34	0	4	Pakistan	2008-10-16	5-9	9	5	7	32.54131432	South Waziristan	69.85279083	[]	A US Predator drone killed 6 people and wounded 5 others in the village of Sam.	36	Khalid Habib	Taparghai	278546312549498880	2
36	55c79e721cbee48856a308aa	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	7-11 killed, possibly including children, in attack on Danda Darpakhel, North Waziristan.	B35	1	0-7	Pakistan	2008-10-23	7-11	11	7	11	33.020179	North Waziristan	70.07286072	[]	US drones struck a seminary on Thursday, killing 10 people and wounding 3.	37		Danda Darpakhel	278546342681403392	2
37	55c79e721cbee48856a308ab	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Failed strike on Haji Omar kills 15-20, including at least four civilians.	B36	0	4-9	Pakistan	2008-10-26	15-20	20	15	2	32.55100944	South Waziristan	69.60783005	[]	A missile from a US drone killed 20 people on Sunday.	38	Maulvi Nazir	Mandata	278546374788792320	1
38	55c79e721cbee48856a308ac	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Between 4 and 25 killed, possibly including civilians, in failed attack on al Qaeda targets. Mir Ali, North Waziristan.	B37	0	0-20	Pakistan	2008-10-31	4-25	25	4	0	32.97583606	North Waziristan	70.26906967	[]	More than 20 people were killed when a drone fired 2 missiles, destroying a house near Mir Ali.	39	Abu Jihad al-Masri; Abdur Rehman abu Akash	Asori	278546410444578816	0
39	55c79e721cbee48856a308ad	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Up to 12 killed and Taliban leader Maulvi Nazir among 30 wounded.	B38	0	0	Pakistan	2008-10-31	4-12	12	4	30	32.31760259	South Waziristan	69.50054169	[]	In the second strike of the day, US drones blew up a truck, killing between 4 and 12 people.	40	Maulvi Nazir	Kari Kot	278546446343610371	4
40	55c79e721cbee48856a308ae	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Up to 16 killed, including 'Westerners and US citizens'. Kumsham, Miramshah, North Waziristan.	B39	0	6	Pakistan	2008-11-07	11-16	16	11	17	32.74396995	North Waziristan	70.06736755	[]	Up to 14 people were killed in a US drone strike, including 6 reported civilians.	41	Hafiz Gul Bahadar	Kumsham	278546482364313602	3
41	55c79e721cbee48856a308af	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	11-13 killed including at least three civilians. Garyom, North Waziristan.	B40	0	3-11	Pakistan	2008-11-14	11-13	13	11	2	32.7028111	North Waziristan	69.86875534	[]	11-13 people were killed when a US drone struck a residential area in Shagai.	42	Hakimullah Mehsud; Baitullah Mehsud	Garyom	278546510952673280	1
42	55c79e721cbee48856a308b0	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Al Qaeda operative Abdullah Azzam al Saudi killed with up to five others in attack outside FATA which causes uproar.	B41	0	0	Pakistan	2008-11-19	4-6	6	4	7	32.80285902	Bannu Frontier	70.48690796	[]	A US drone strike in Bannu killed 4 people and injured 5 others.	43	Abdullah Azzam al-Saudi	Jani Khel	278546543869566976	2
43	55c79e721cbee48856a308b1	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Two named militants and up to four others killed in Ali Khel, Miranshah, North Waziristan.	B42	0	0	Pakistan	2008-11-22	4-6	6	4	6	32.98015615	North Waziristan	70.06530762	[]	A pre-dawn attack on a house in North Waziristan killed between 4 and 6 people.	44	Zubair al-Masri	Ali Khel	278546582121615361	2
44	55c79e721cbee48856a308b2	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Drone strike destroys vehicle killing five alleged Pakistan Taliban.	B43	0	0	Pakistan	2008-11-27	5	5	5	0	32.30512565	South Waziristan	69.57624435	[]	5 people were killed in an attack on a moving vehicle Wednesday, caused by either an IED or a drone.	45		Wana	278546660429283328	0
45	55c79e721cbee48856a308b3	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Two or three killed, possibly all civilians. Chashma, Miranshah, North Waziristan.	B44	1	0-3	Pakistan	2008-11-29	2-3	3	2	3	32.98649192	North Waziristan	70.04608154	[]	A US drone fired a missile at a Professor's house, killing 2 or 3 people.	46		Chashma	278546693165834240	1
46	55c79e721cbee48856a308b4	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	3-4 alleged Taliban killed in Kateera, Mir Ali, North Waziristan.	B45	0	0	Pakistan	2008-12-05	3-4	4	3	2	32.59125977	North Waziristan	70.15396057	[]	3 people were killed in a missile attack by a suspected US drone.	47		Kateera	278546734169333761	1
47	55c79e721cbee48856a308b5	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Six or seven killed, either some 'foreigners' or all civilians, Azam Warzak, South Waziristan.	B46	0	0-7	Pakistan	2008-12-11	6-7	7	6	0	32.30222379	South Waziristan	69.40544128	[]	A missile, suspected to be from a pilotless US drone, killed 7 people on Thursday.	48		Azam Warsak	278546769334386688	0
48	55c79e721cbee48856a308b6	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least two killed in Tapi Tool, Miran Shah, North Waziristan.	B47	0	0-2	Pakistan	2008-12-15	2-3	3	2	3	32.97958015	North Waziristan	70.08590698	[]	2 people were killed in a night-time strike that set a house on fire.	49		Tapi Tool	278546919876358144	1
49	55c79e721cbee48856a308b7	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Three killed in attack on a truck in Kari Kot, Wana, South Waziristan.	B48	0	0	Pakistan	2008-12-22	3	3	3	5	32.31760259	South Waziristan	69.50054169	[]	Two US drone missiles killed 8 in Karikot and Shin Warsak, causing huge fires in both villages	50	Maulvi Nazir	Kari Kot	278546957289529344	1
50	55c79e721cbee48856a308b8	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	At least two killed in attack on truck in Shin Warzak, Wana, South Waziristan.	B49	0	0	Pakistan	2008-12-22	2-4	4	2	4	32.29337255	South Waziristan	69.49728012	[]	Between 2 and 4 people were killed and 4 injured in a further strike on an anti-aircraft truck.	51	Maulvi Nazir	Shin Warsak	278547000440549377	1
51	55c79e721cbee48856a308b9	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Two named al Qaeda militants and up to thee other people killed in strike on vehicle, Kari Kot, Wana, South Waziristan.	B50	0	0	Pakistan	2009-01-01	3-5	5	3	2	32.31760259	South Waziristan	69.50054169	[]	A CIA drone strike killed up to 5 people in South Waziristan.	52		Kari Kot	278547122054369280	1
52	55c79e721cbee48856a308ba	[]	http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/	Three to four killed in last strike of Bush presidency.  Madin, South Waziristan.	B51	0	0	Pakistan	2009-01-02	3-4	4	3	5	32.53986719	South Waziristan	69.88197327	[]	In the final strike of Bush's presidency, an attack on an abandoned girls' school killed 3-4 people.	53	Baitullah Mehsud	Madin Village	278547164349739008	1
53	55c79e721cbee48856a308bb	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	7 civilians and 4 or more militants reported killed in strike on house in Zharki, Mir Ali,North Waziristan.	Ob1	1	7-11	Pakistan	2009-01-23	7-15	15	7	1	32.95340416	North Waziristan	70.26224613	[]	President Obama's first drone strike killed between 7 and 15 people, including 1 child.	54	Baitullah Mehsud ally	Zharki	278547217638367233	1
54	55c79e721cbee48856a308bc	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	7-11 people killed, including several members of a family killed including at least three children in strike on wrong house in Dilfar, Wana, South Waziristan.	Ob2	3	5-8	Pakistan	2009-01-23	5-10	10	5	0	32.1723754	South Waziristan	69.33147601	[]	Second strike of the day killed between 5 and 8 people, including 3 children.	55	Maulvi Nazir	Ganki Khel	278547253046685696	0
55	55c79e721cbee48856a308bd	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	26-35 alleged militants and 8-year old boy killed in strike on house and madrassa in Zangari, South Waziristan.	Ob3	1	9	Pakistan	2009-02-14	26-35	35	26	15	32.51613104	South Waziristan	69.86515045	[]	Two missiles fired from a US drone killed more than 30 people, including an 8-year old boy.	56	Baitullah Mehsud	Narsi Khel	278547289637801986	3
56	55c79e721cbee48856a308be	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	30-31 killed in a strike on a camp in Sarpal, Kurram Agency	Ob4	0	0	Pakistan	2009-02-16	30-31	31	30	7	33.68035403	Kurram Agency	70.29361725	[]	25 killed, several injured in Central Kurram drone strikes.	57	Bahram Khan Kochi	Sur Pul	278547319727726592	2
57	55c79e721cbee48856a308bf	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	At least seven killed in an attack on alleged TTP facility in Sararogha, Wana, South Waziristan.	Ob5	0	0	Pakistan	2009-03-01	7-12	12	7	3	32.48891359	South Waziristan	70.00282288	[]	Two missiles fired Sunday from American remotely piloted aircraft killed at least 8 people.	58	Baitullah Mehsud	Sararogha	278547352896274432	1
58	55c79e721cbee48856a308c0	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	14-25 killed and 30-50 injured in attack on TTP camp in Barjo, Kurram Agency.	Ob6	0	Unknown	Pakistan	2009-03-12	14-25	25	14	50	33.80197352	Kurram Agency	70.28022766	[]	Missiles fired by an unmanned US drone killed at least 24 people and injured 30 others.	59	Baitullah Mehsud	Barjo	278547387260231680	4
59	55c79e721cbee48856a308c1	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	2-5 alleged militants killed in Sain Tanga, Janni Khel, Bannu.	Ob7	0	0	Pakistan	2009-03-15	2-5	5	2	0	32.80285902	Bannu Frontier	70.48690796	[]	A missile suspected to have been fired by a US drone hit a house in Janikhel, killing 5 people.	60	Taj Ali Khan	Jani Khel	278547424572755968	0
60	55c79e721cbee48856a308c2	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	7-8 alleged militants killed in attack on cars and house in Maken, South Waziristan.	Ob8	0	0	Pakistan	2009-03-25	7-8	8	7	5	32.62780989	South Waziristan	69.84283447	[]	Up to 8 people were killed in an attack on 2 cars as they were about to cross a bridge.	61	Baitullah Mehsud	Makeen	278547458034913281	1
61	55c79e721cbee48856a308c3	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	4-5 militants or civilians killed in strike on house in Sokhel, Mir Ali, North Waziristan.	Ob9	0	0-5	Pakistan	2009-03-26	4-5	5	4	5	32.96661914	North Waziristan	70.31747818	[]	A suspected US drone aircraft fired two missiles into a house in Mir Ali, killing 4 people.	62	Abu Kasha	Sokhel	278547490964402176	1
62	55c79e721cbee48856a308c4	[]	http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/	Women and children among 12-14 killed in strike on house in Khadezai, Orakzai Agency.	Ob10	3	5-9	Pakistan	2009-04-01	12-14	14	12	16	33.66992557	Orakzai Agency	70.91108322	[]	A pilotless US drone fired a missile in northwest Pakistan on Wednesday, killing 12 people.	63	Hakimullah Mehsud	Khadezai	278547531351351296	3
